County,State,Pollutant,Trend Statistic,total_trend_sites,avg_last5
Montgomery County,TX,PM2.5,98th Percentile,3.0,22.8
Montgomery County,TX,PM2.5,Weighted Annual Mean,3.0,10.26
Montgomery County,TX,SO2,99th Percentile,2.0,10.4
Morehouse Parish,LA,O3,4th Max,1.0,0.06
Morehouse Parish,LA,PM2.5,98th Percentile,1.0,17.6
Morehouse Parish,LA,PM2.5,Weighted Annual Mean,1.0,7.6
Morgan County,AL,O3,4th Max,1.0,0.0628
Morgan County,AL,PM2.5,98th Percentile,1.0,17.0
Morgan County,AL,PM2.5,Weighted Annual Mean,1.0,7.739999999999999
Morgan County,GA,O3,4th Max,9.0,0.066
Morgan County,GA,PM2.5,98th Percentile,4.0,20.2
Morgan County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Morgan County,GA,SO2,99th Percentile,1.0,4.2
Morgan County,IN,O3,4th Max,5.0,0.0666
Morgan County,IN,PM10,2nd Max,1.0,71.6
Morgan County,IN,PM2.5,98th Percentile,3.0,27.2
Morgan County,IN,PM2.5,Weighted Annual Mean,3.0,10.66
Morgan County,IN,SO2,99th Percentile,1.0,6.2
Morgan County,TN,O3,4th Max,5.0,0.0606
Morgan County,UT,O3,4th Max,2.0,0.07420000000000002
Morgan County,WV,O3,4th Max,2.0,0.0608
Morgan County,WV,PM2.5,98th Percentile,2.0,22.4
Morgan County,WV,PM2.5,Weighted Annual Mean,2.0,7.840000000000001
Morovis Municipio,PR,PM10,2nd Max,1.0,100.6
Morovis Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Morovis Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Morris County,NJ,CO,2nd Max,4.0,1.5399999999999998
Morris County,NJ,NO2,98th Percentile,3.0,47.0
Morris County,NJ,NO2,Annual Mean,4.0,12.8
Morris County,NJ,O3,4th Max,16.0,0.0668
Morris County,NJ,PM10,2nd Max,1.0,33.4
Morris County,NJ,PM2.5,98th Percentile,10.0,20.6
Morris County,NJ,PM2.5,Weighted Annual Mean,10.0,7.44
Morris County,NJ,SO2,99th Percentile,7.0,4.8
Morrow County,OH,O3,4th Max,5.0,0.0636
Morrow County,OH,PM2.5,98th Percentile,1.0,21.8
Morrow County,OH,PM2.5,Weighted Annual Mean,1.0,8.76
Morton County,ND,NO2,Annual Mean,1.0,2.0
Morton County,ND,O3,4th Max,1.0,0.0616
Morton County,ND,PM2.5,98th Percentile,1.0,29.6
Morton County,ND,PM2.5,Weighted Annual Mean,1.0,7.24
Morton County,ND,SO2,99th Percentile,1.0,10.4
Multnomah County,OR,CO,2nd Max,1.0,3.9199999999999995
Multnomah County,OR,O3,4th Max,3.0,0.05900000000000002
Multnomah County,OR,PM2.5,98th Percentile,1.0,22.2
Multnomah County,OR,PM2.5,Weighted Annual Mean,1.0,7.42
Murray County,GA,O3,4th Max,1.0,0.0646
Muscatine County,IA,PM10,2nd Max,1.0,46.0
Muscatine County,IA,PM2.5,98th Percentile,1.0,21.2
Muscatine County,IA,PM2.5,Weighted Annual Mean,1.0,8.36
Muscogee County,GA,O3,4th Max,1.0,0.0596
Muskegon County,MI,O3,4th Max,1.0,0.07600000000000001
Naguabo Municipio,PR,PM10,2nd Max,1.0,100.6
Naguabo Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Naguabo Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Naranjito Municipio,PR,PM10,2nd Max,1.0,100.6
Naranjito Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Naranjito Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Nash County,NC,O3,4th Max,1.0,0.060399999999999995
Nassau County,FL,NO2,Annual Mean,1.0,6.2
Nassau County,FL,O3,4th Max,2.0,0.06
Nassau County,FL,PM2.5,98th Percentile,2.0,14.6
Nassau County,FL,PM2.5,Weighted Annual Mean,2.0,6.960000000000001
Nassau County,FL,SO2,99th Percentile,2.0,29.0
Nassau County,NY,CO,2nd Max,4.0,1.5399999999999998
Nassau County,NY,NO2,98th Percentile,3.0,47.0
Nassau County,NY,NO2,Annual Mean,4.0,12.8
Nassau County,NY,O3,4th Max,16.0,0.0668
Nassau County,NY,PM10,2nd Max,1.0,33.4
Nassau County,NY,PM2.5,98th Percentile,10.0,20.6
Nassau County,NY,PM2.5,Weighted Annual Mean,10.0,7.44
Nassau County,NY,SO2,99th Percentile,7.0,4.8
Nelson County,KY,O3,4th Max,5.0,0.0654
Nelson County,KY,SO2,99th Percentile,3.0,8.0
Nevada County,CA,O3,4th Max,1.0,0.0772
Nevada County,CA,PM2.5,98th Percentile,1.0,42.0
Nevada County,CA,PM2.5,Weighted Annual Mean,1.0,7.959999999999999
New Castle County,DE,CO,2nd Max,1.0,0.96
New Castle County,DE,NO2,98th Percentile,1.0,41.0
New Castle County,DE,NO2,Annual Mean,2.0,9.0
New Castle County,DE,O3,4th Max,12.0,0.0664
New Castle County,DE,PM2.5,98th Percentile,9.0,20.4
New Castle County,DE,PM2.5,Weighted Annual Mean,9.0,7.640000000000001
New Castle County,DE,SO2,99th Percentile,2.0,5.8
New Hanover County,NC,O3,4th Max,1.0,0.06
New Kent County,VA,NO2,98th Percentile,1.0,27.8
New Kent County,VA,NO2,Annual Mean,1.0,3.8
New Kent County,VA,O3,4th Max,5.0,0.0598
New Kent County,VA,PM2.5,98th Percentile,3.0,16.4
New Kent County,VA,PM2.5,Weighted Annual Mean,3.0,6.859999999999999
New Kent County,VA,SO2,99th Percentile,1.0,5.4
New York County,NY,CO,2nd Max,4.0,1.5399999999999998
New York County,NY,NO2,98th Percentile,3.0,47.0
New York County,NY,NO2,Annual Mean,4.0,12.8
New York County,NY,O3,4th Max,16.0,0.0668
New York County,NY,PM10,2nd Max,1.0,33.4
New York County,NY,PM2.5,98th Percentile,10.0,20.6
New York County,NY,PM2.5,Weighted Annual Mean,10.0,7.44
New York County,NY,SO2,99th Percentile,7.0,4.8
Newport County,RI,CO,2nd Max,1.0,0.9
Newport County,RI,O3,4th Max,3.0,0.0658
Newport County,RI,PM10,2nd Max,1.0,22.6
Newport County,RI,PM2.5,98th Percentile,4.0,16.6
Newport County,RI,PM2.5,Weighted Annual Mean,4.0,6.16
Newport County,RI,SO2,99th Percentile,1.0,3.2
Newport News city,VA,O3,4th Max,2.0,0.056999999999999995
Newport News city,VA,PM10,2nd Max,1.0,21.0
Newport News city,VA,PM2.5,98th Percentile,2.0,16.4
Newport News city,VA,PM2.5,Weighted Annual Mean,2.0,6.92
Newton County,AR,O3,4th Max,1.0,0.061
Newton County,GA,O3,4th Max,9.0,0.066
Newton County,GA,PM2.5,98th Percentile,4.0,20.2
Newton County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Newton County,GA,SO2,99th Percentile,1.0,4.2
Newton County,IN,NO2,98th Percentile,2.0,54.2
Newton County,IN,NO2,Annual Mean,3.0,14.199999999999998
Newton County,IN,O3,4th Max,18.0,0.0728
Newton County,IN,PM10,2nd Max,5.0,84.75999999999999
Newton County,IN,PM2.5,98th Percentile,5.0,21.4
Newton County,IN,PM2.5,Weighted Annual Mean,5.0,8.6
Newton County,IN,Pb,Max 3-Month Average,1.0,0.018
Newton County,IN,SO2,99th Percentile,3.0,17.8
Newton County,MO,PM10,2nd Max,1.0,113.6
Niagara County,NY,CO,2nd Max,1.0,0.8
Niagara County,NY,NO2,Annual Mean,1.0,8.4
Niagara County,NY,O3,4th Max,2.0,0.06520000000000001
Niagara County,NY,PM2.5,98th Percentile,1.0,18.8
Niagara County,NY,PM2.5,Weighted Annual Mean,1.0,7.1
Niagara County,NY,SO2,99th Percentile,1.0,9.6
Norfolk County,MA,CO,2nd Max,1.0,1.0
Norfolk County,MA,NO2,98th Percentile,2.0,44.8
Norfolk County,MA,NO2,Annual Mean,2.0,10.6
Norfolk County,MA,O3,4th Max,4.0,0.0618
Norfolk County,MA,PM2.5,98th Percentile,5.0,15.2
Norfolk County,MA,PM2.5,Weighted Annual Mean,5.0,5.960000000000001
Norfolk County,MA,SO2,99th Percentile,2.0,2.0
Norfolk city,VA,O3,4th Max,2.0,0.056999999999999995
Norfolk city,VA,PM10,2nd Max,1.0,21.0
Norfolk city,VA,PM2.5,98th Percentile,2.0,16.4
Norfolk city,VA,PM2.5,Weighted Annual Mean,2.0,6.92
Northampton County,PA,NO2,Annual Mean,1.0,7.8
Northampton County,PA,O3,4th Max,2.0,0.06420000000000001
Northampton County,PA,PM10,2nd Max,1.0,47.8
Northampton County,PA,PM2.5,98th Percentile,1.0,24.4
Northampton County,PA,PM2.5,Weighted Annual Mean,1.0,8.12
Northwest Hills Planning Region,CT,O3,4th Max,1.0,0.0678
Nueces County,TX,O3,4th Max,2.0,0.0626
Nueces County,TX,PM2.5,98th Percentile,1.0,22.8
Nueces County,TX,PM2.5,Weighted Annual Mean,1.0,8.379999999999999
Nueces County,TX,SO2,99th Percentile,2.0,3.6
Oakland County,MI,CO,2nd Max,1.0,1.3
Oakland County,MI,O3,4th Max,6.0,0.06960000000000001
Oakland County,MI,PM10,2nd Max,3.0,64.58
Oakland County,MI,PM2.5,98th Percentile,7.0,24.0
Oakland County,MI,PM2.5,Weighted Annual Mean,7.0,8.74
Oakland County,MI,Pb,Max 3-Month Average,1.0,0.012
Oakland County,MI,SO2,99th Percentile,1.0,43.8
Ocean County,NJ,CO,2nd Max,4.0,1.5399999999999998
Ocean County,NJ,NO2,98th Percentile,3.0,47.0
Ocean County,NJ,NO2,Annual Mean,4.0,12.8
Ocean County,NJ,O3,4th Max,16.0,0.0668
Ocean County,NJ,PM10,2nd Max,1.0,33.4
Ocean County,NJ,PM2.5,98th Percentile,10.0,20.6
Ocean County,NJ,PM2.5,Weighted Annual Mean,10.0,7.44
Ocean County,NJ,SO2,99th Percentile,7.0,4.8
Oconee County,GA,O3,4th Max,1.0,0.062
Oconto County,WI,O3,4th Max,2.0,0.0668
Oconto County,WI,PM2.5,98th Percentile,1.0,23.2
Oconto County,WI,PM2.5,Weighted Annual Mean,1.0,7.340000000000001
Oconto County,WI,SO2,99th Percentile,1.0,5.6
Oglethorpe County,GA,O3,4th Max,1.0,0.062
Ohio County,IN,O3,4th Max,9.0,0.068
Ohio County,IN,PM10,2nd Max,2.0,44.4
Ohio County,IN,PM2.5,98th Percentile,4.0,22.2
Ohio County,IN,PM2.5,Weighted Annual Mean,4.0,9.24
Ohio County,WV,O3,4th Max,1.0,0.062
Ohio County,WV,PM2.5,98th Percentile,1.0,24.0
Ohio County,WV,PM2.5,Weighted Annual Mean,1.0,9.559999999999999
Ohio County,WV,SO2,99th Percentile,1.0,8.6
Oklahoma County,OK,O3,4th Max,4.0,0.068
Oklahoma County,OK,PM10,2nd Max,1.0,38.8
Oklahoma County,OK,PM2.5,98th Percentile,2.0,19.2
Oklahoma County,OK,PM2.5,Weighted Annual Mean,2.0,8.36
Okmulgee County,OK,NO2,Annual Mean,1.0,6.6
Okmulgee County,OK,O3,4th Max,3.0,0.0668
Okmulgee County,OK,PM2.5,98th Percentile,1.0,21.8
Okmulgee County,OK,PM2.5,Weighted Annual Mean,1.0,8.680000000000001
Okmulgee County,OK,SO2,99th Percentile,1.0,6.4
Oldham County,KY,O3,4th Max,5.0,0.0654
Oldham County,KY,SO2,99th Percentile,3.0,8.0
Oliver County,ND,NO2,Annual Mean,1.0,2.0
Oliver County,ND,O3,4th Max,1.0,0.0616
Oliver County,ND,PM2.5,98th Percentile,1.0,29.6
Oliver County,ND,PM2.5,Weighted Annual Mean,1.0,7.24
Oliver County,ND,SO2,99th Percentile,1.0,10.4
Olmsted County,MN,PM2.5,98th Percentile,1.0,21.8
Olmsted County,MN,PM2.5,Weighted Annual Mean,1.0,6.9
Onondaga County,NY,O3,4th Max,1.0,0.0618
Onondaga County,NY,PM2.5,98th Percentile,1.0,17.6
Onondaga County,NY,PM2.5,Weighted Annual Mean,1.0,6.16
Onondaga County,NY,SO2,99th Percentile,1.0,1.0
Ontario County,NY,O3,4th Max,2.0,0.0632
Orange County,CA,CO,2nd Max,11.0,1.1600000000000001
Orange County,CA,NO2,98th Percentile,7.0,45.2
Orange County,CA,NO2,Annual Mean,11.0,12.0
Orange County,CA,O3,4th Max,13.0,0.082
Orange County,CA,PM10,2nd Max,6.0,61.73999999999999
Orange County,CA,PM2.5,98th Percentile,7.0,29.8
Orange County,CA,PM2.5,Weighted Annual Mean,7.0,10.459999999999999
Orange County,FL,CO,2nd Max,1.0,0.9
Orange County,FL,NO2,Annual Mean,1.0,3.4
Orange County,FL,O3,4th Max,5.0,0.0624
Orange County,FL,PM10,2nd Max,2.0,47.5
Orange County,FL,PM2.5,98th Percentile,1.0,14.8
Orange County,FL,PM2.5,Weighted Annual Mean,1.0,6.359999999999999
Orange County,FL,SO2,99th Percentile,1.0,3.8
Orange County,NC,O3,4th Max,2.0,0.060399999999999995
Orange County,TX,NO2,98th Percentile,2.0,28.4
Orange County,TX,NO2,Annual Mean,3.0,3.7999999999999994
Orange County,TX,O3,4th Max,6.0,0.064
Orange County,TX,SO2,99th Percentile,2.0,38.2
Orleans County,NY,O3,4th Max,2.0,0.0632
Orleans Parish,LA,NO2,98th Percentile,1.0,37.2
Orleans Parish,LA,NO2,Annual Mean,1.0,5.2
Orleans Parish,LA,O3,4th Max,3.0,0.06239999999999999
Orleans Parish,LA,PM2.5,98th Percentile,2.0,16.8
Orleans Parish,LA,PM2.5,Weighted Annual Mean,2.0,7.6800000000000015
Orocovis Municipio,PR,PM10,2nd Max,1.0,100.6
Orocovis Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Orocovis Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Osage County,OK,NO2,Annual Mean,1.0,6.6
Osage County,OK,O3,4th Max,3.0,0.0668
Osage County,OK,PM2.5,98th Percentile,1.0,21.8
Osage County,OK,PM2.5,Weighted Annual Mean,1.0,8.680000000000001
Osage County,OK,SO2,99th Percentile,1.0,6.4
Osceola County,FL,CO,2nd Max,1.0,0.9
Osceola County,FL,NO2,Annual Mean,1.0,3.4
Osceola County,FL,O3,4th Max,5.0,0.0624
Osceola County,FL,PM10,2nd Max,2.0,47.5
Osceola County,FL,PM2.5,98th Percentile,1.0,14.8
Osceola County,FL,PM2.5,Weighted Annual Mean,1.0,6.359999999999999
Osceola County,FL,SO2,99th Percentile,1.0,3.8
Oswego County,NY,O3,4th Max,1.0,0.0618
Oswego County,NY,PM2.5,98th Percentile,1.0,17.6
Oswego County,NY,PM2.5,Weighted Annual Mean,1.0,6.16
Oswego County,NY,SO2,99th Percentile,1.0,1.0
Ottawa County,MI,CO,2nd Max,1.0,1.22
Ottawa County,MI,O3,4th Max,3.0,0.0688
Ottawa County,MI,PM10,2nd Max,1.0,63.0
Ottawa County,MI,PM2.5,98th Percentile,1.0,25.0
Ottawa County,MI,PM2.5,Weighted Annual Mean,1.0,8.76
Ottawa County,OK,O3,4th Max,1.0,0.0622
Ouachita Parish,LA,O3,4th Max,1.0,0.06
Ouachita Parish,LA,PM2.5,98th Percentile,1.0,17.6
Ouachita Parish,LA,PM2.5,Weighted Annual Mean,1.0,7.6
Outagamie County,WI,O3,4th Max,1.0,0.0644
Outagamie County,WI,PM2.5,98th Percentile,1.0,27.0
Outagamie County,WI,PM2.5,Weighted Annual Mean,1.0,7.56
Owen County,IN,O3,4th Max,1.0,0.0664
Owyhee County,ID,CO,2nd Max,1.0,1.28
Owyhee County,ID,PM10,2nd Max,2.0,94.1
Ozaukee County,WI,O3,4th Max,4.0,0.07160000000000001
Ozaukee County,WI,PM2.5,98th Percentile,2.0,25.0
Ozaukee County,WI,PM2.5,Weighted Annual Mean,2.0,8.52
Palm Beach County,FL,CO,2nd Max,1.0,1.08
Palm Beach County,FL,NO2,98th Percentile,2.0,38.0
Palm Beach County,FL,NO2,Annual Mean,3.0,4.8
Palm Beach County,FL,O3,4th Max,4.0,0.05940000000000001
Palm Beach County,FL,PM2.5,98th Percentile,3.0,17.0
Palm Beach County,FL,PM2.5,Weighted Annual Mean,3.0,6.540000000000002
Palm Beach County,FL,SO2,99th Percentile,1.0,2.0
Park County,CO,CO,2nd Max,2.0,1.4600000000000002
Park County,CO,NO2,Annual Mean,2.0,15.8
Park County,CO,O3,4th Max,5.0,0.0782
Park County,CO,PM10,2nd Max,2.0,72.5
Park County,CO,PM2.5,98th Percentile,2.0,21.8
Park County,CO,PM2.5,Weighted Annual Mean,2.0,6.540000000000001
Park County,CO,SO2,99th Percentile,2.0,5.6
Parker County,TX,NO2,98th Percentile,5.0,37.4
Parker County,TX,NO2,Annual Mean,7.0,6.2
Parker County,TX,O3,4th Max,15.0,0.0724
Parker County,TX,PM2.5,98th Percentile,4.0,21.2
Parker County,TX,PM2.5,Weighted Annual Mean,4.0,9.14
Parker County,TX,SO2,99th Percentile,2.0,8.8
Pasco County,FL,NO2,98th Percentile,1.0,24.4
Pasco County,FL,NO2,Annual Mean,1.0,3.6
Pasco County,FL,O3,4th Max,8.0,0.0626
Pasco County,FL,PM10,2nd Max,2.0,57.5
Pasco County,FL,PM2.5,98th Percentile,1.0,16.0
Pasco County,FL,PM2.5,Weighted Annual Mean,1.0,6.880000000000001
Pasco County,FL,SO2,99th Percentile,4.0,19.6
Passaic County,NJ,CO,2nd Max,4.0,1.5399999999999998
Passaic County,NJ,NO2,98th Percentile,3.0,47.0
Passaic County,NJ,NO2,Annual Mean,4.0,12.8
Passaic County,NJ,O3,4th Max,16.0,0.0668
Passaic County,NJ,PM10,2nd Max,1.0,33.4
Passaic County,NJ,PM2.5,98th Percentile,10.0,20.6
Passaic County,NJ,PM2.5,Weighted Annual Mean,10.0,7.44
Passaic County,NJ,SO2,99th Percentile,7.0,4.8
Paulding County,GA,O3,4th Max,9.0,0.066
Paulding County,GA,PM2.5,98th Percentile,4.0,20.2
Paulding County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Paulding County,GA,SO2,99th Percentile,1.0,4.2
Pawnee County,OK,NO2,Annual Mean,1.0,6.6
Pawnee County,OK,O3,4th Max,3.0,0.0668
Pawnee County,OK,PM2.5,98th Percentile,1.0,21.8
Pawnee County,OK,PM2.5,Weighted Annual Mean,1.0,8.680000000000001
Pawnee County,OK,SO2,99th Percentile,1.0,6.4
Peach County,GA,PM2.5,98th Percentile,1.0,21.4
Peach County,GA,PM2.5,Weighted Annual Mean,1.0,8.9
Pender County,NC,O3,4th Max,1.0,0.06
Pendleton County,KY,O3,4th Max,9.0,0.068
Pendleton County,KY,PM10,2nd Max,2.0,44.4
Pendleton County,KY,PM2.5,98th Percentile,4.0,22.2
Pendleton County,KY,PM2.5,Weighted Annual Mean,4.0,9.24
Penobscot County,ME,O3,4th Max,1.0,0.0578
Peoria County,IL,O3,4th Max,2.0,0.067
Perry County,AR,NO2,98th Percentile,1.0,33.0
Perry County,AR,NO2,Annual Mean,1.0,6.4
Perry County,AR,O3,4th Max,2.0,0.0634
Perry County,AR,PM10,2nd Max,1.0,35.2
Perry County,AR,PM2.5,98th Percentile,1.0,20.2
Perry County,AR,PM2.5,Weighted Annual Mean,1.0,9.16
Perry County,OH,O3,4th Max,5.0,0.0636
Perry County,OH,PM2.5,98th Percentile,1.0,21.8
Perry County,OH,PM2.5,Weighted Annual Mean,1.0,8.76
Perry County,PA,O3,4th Max,2.0,0.0632
Perry County,PA,PM2.5,98th Percentile,2.0,25.0
Perry County,PA,PM2.5,Weighted Annual Mean,2.0,8.58
Person County,NC,O3,4th Max,2.0,0.060399999999999995
Petersburg city,VA,NO2,98th Percentile,1.0,27.8
Petersburg city,VA,NO2,Annual Mean,1.0,3.8
Petersburg city,VA,O3,4th Max,5.0,0.0598
Petersburg city,VA,PM2.5,98th Percentile,3.0,16.4
Petersburg city,VA,PM2.5,Weighted Annual Mean,3.0,6.859999999999999
Petersburg city,VA,SO2,99th Percentile,1.0,5.4
Philadelphia County,PA,CO,2nd Max,1.0,0.96
Philadelphia County,PA,NO2,98th Percentile,1.0,41.0
Philadelphia County,PA,NO2,Annual Mean,2.0,9.0
Philadelphia County,PA,O3,4th Max,12.0,0.0664
Philadelphia County,PA,PM2.5,98th Percentile,9.0,20.4
Philadelphia County,PA,PM2.5,Weighted Annual Mean,9.0,7.640000000000001
Philadelphia County,PA,SO2,99th Percentile,2.0,5.8
Pickaway County,OH,O3,4th Max,5.0,0.0636
Pickaway County,OH,PM2.5,98th Percentile,1.0,21.8
Pickaway County,OH,PM2.5,Weighted Annual Mean,1.0,8.76
Pickens County,AL,O3,4th Max,1.0,0.0576
Pickens County,GA,O3,4th Max,9.0,0.066
Pickens County,GA,PM2.5,98th Percentile,4.0,20.2
Pickens County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Pickens County,GA,SO2,99th Percentile,1.0,4.2
Pierce County,WA,O3,4th Max,5.0,0.058199999999999995
Pierce County,WA,PM2.5,98th Percentile,4.0,28.6
Pierce County,WA,PM2.5,Weighted Annual Mean,4.0,7.659999999999999
Pierce County,WI,CO,2nd Max,3.0,1.0399999999999998
Pierce County,WI,NO2,98th Percentile,1.0,23.6
Pierce County,WI,NO2,Annual Mean,2.0,5.8
Pierce County,WI,O3,4th Max,3.0,0.06239999999999999
Pierce County,WI,PM10,2nd Max,1.0,76.8
Pierce County,WI,PM2.5,98th Percentile,6.0,24.8
Pierce County,WI,PM2.5,Weighted Annual Mean,6.0,7.88
Pierce County,WI,SO2,99th Percentile,4.0,6.8
Pike County,GA,O3,4th Max,9.0,0.066
Pike County,GA,PM2.5,98th Percentile,4.0,20.2
Pike County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Pike County,GA,SO2,99th Percentile,1.0,4.2
Pima County,AZ,CO,2nd Max,2.0,0.64
Pima County,AZ,NO2,98th Percentile,2.0,33.8
Pima County,AZ,NO2,Annual Mean,2.0,7.0
Pima County,AZ,O3,4th Max,5.0,0.06860000000000001
Pima County,AZ,PM10,2nd Max,4.0,53.58
Pima County,AZ,PM2.5,98th Percentile,2.0,11.8
Pima County,AZ,PM2.5,Weighted Annual Mean,2.0,5.28
Pinal County,AZ,CO,2nd Max,6.0,1.6000000000000003
Pinal County,AZ,NO2,98th Percentile,2.0,51.0
Pinal County,AZ,NO2,Annual Mean,2.0,14.6
Pinal County,AZ,O3,4th Max,21.0,0.07460000000000001
Pinal County,AZ,PM10,2nd Max,11.0,110.75999999999999
Pinal County,AZ,PM2.5,98th Percentile,4.0,19.2
Pinal County,AZ,PM2.5,Weighted Annual Mean,4.0,7.540000000000001
Pinal County,AZ,SO2,99th Percentile,1.0,5.2
Pinellas County,FL,NO2,98th Percentile,1.0,24.4
Pinellas County,FL,NO2,Annual Mean,1.0,3.6
Pinellas County,FL,O3,4th Max,8.0,0.0626
Pinellas County,FL,PM10,2nd Max,2.0,57.5
Pinellas County,FL,PM2.5,98th Percentile,1.0,16.0
Pinellas County,FL,PM2.5,Weighted Annual Mean,1.0,6.880000000000001
Pinellas County,FL,SO2,99th Percentile,4.0,19.6
Pittsburg County,OK,O3,4th Max,1.0,0.0648
Pittsburg County,OK,PM2.5,98th Percentile,1.0,21.8
Pittsburg County,OK,PM2.5,Weighted Annual Mean,1.0,8.319999999999999
Placer County,CA,CO,2nd Max,1.0,1.3
Placer County,CA,NO2,98th Percentile,2.0,29.0
Placer County,CA,NO2,Annual Mean,5.0,4.0
Placer County,CA,O3,4th Max,12.0,0.07
Placer County,CA,PM10,2nd Max,4.0,63.52
Placer County,CA,PM2.5,98th Percentile,3.0,30.0
Placer County,CA,PM2.5,Weighted Annual Mean,3.0,8.879999999999999
Plaquemines Parish,LA,NO2,98th Percentile,1.0,37.2
Plaquemines Parish,LA,NO2,Annual Mean,1.0,5.2
Plaquemines Parish,LA,O3,4th Max,3.0,0.06239999999999999
Plaquemines Parish,LA,PM2.5,98th Percentile,2.0,16.8
Plaquemines Parish,LA,PM2.5,Weighted Annual Mean,2.0,7.6800000000000015
Platte County,MO,CO,2nd Max,1.0,0.9400000000000001
Platte County,MO,NO2,Annual Mean,2.0,9.6
Platte County,MO,O3,4th Max,5.0,0.0664
Platte County,MO,PM2.5,98th Percentile,3.0,19.2
Platte County,MO,PM2.5,Weighted Annual Mean,3.0,7.260000000000001
Platte County,MO,SO2,99th Percentile,2.0,6.8
Plymouth County,MA,CO,2nd Max,1.0,1.0
Plymouth County,MA,NO2,98th Percentile,2.0,44.8
Plymouth County,MA,NO2,Annual Mean,2.0,10.6
Plymouth County,MA,O3,4th Max,4.0,0.0618
Plymouth County,MA,PM2.5,98th Percentile,5.0,15.2
Plymouth County,MA,PM2.5,Weighted Annual Mean,5.0,5.960000000000001
Plymouth County,MA,SO2,99th Percentile,2.0,2.0
Pointe Coupee Parish,LA,CO,2nd Max,1.0,0.86
Pointe Coupee Parish,LA,NO2,98th Percentile,5.0,24.2
Pointe Coupee Parish,LA,NO2,Annual Mean,5.0,4.2
Pointe Coupee Parish,LA,O3,4th Max,9.0,0.0664
Pointe Coupee Parish,LA,PM2.5,98th Percentile,3.0,19.0
Pointe Coupee Parish,LA,PM2.5,Weighted Annual Mean,3.0,8.58
Pointe Coupee Parish,LA,SO2,99th Percentile,2.0,16.4
Polk County,FL,O3,4th Max,2.0,0.063
Polk County,FL,PM2.5,98th Percentile,1.0,16.2
Polk County,FL,PM2.5,Weighted Annual Mean,1.0,7.140000000000001
Polk County,IA,PM2.5,98th Percentile,2.0,19.0
Polk County,IA,PM2.5,Weighted Annual Mean,2.0,7.5200000000000005
Polk County,MO,O3,4th Max,1.0,0.063
Polk County,OR,O3,4th Max,1.0,0.0616
Poquoson city,VA,O3,4th Max,2.0,0.056999999999999995
Poquoson city,VA,PM10,2nd Max,1.0,21.0
Poquoson city,VA,PM2.5,98th Percentile,2.0,16.4
Poquoson city,VA,PM2.5,Weighted Annual Mean,2.0,6.92
Portage County,OH,O3,4th Max,2.0,0.0666
Portage County,OH,PM2.5,98th Percentile,3.0,19.8
Portage County,OH,PM2.5,Weighted Annual Mean,3.0,7.739999999999999
Portage County,OH,SO2,99th Percentile,1.0,5.2
Porter County,IN,NO2,98th Percentile,2.0,54.2
Porter County,IN,NO2,Annual Mean,3.0,14.199999999999998
Porter County,IN,O3,4th Max,18.0,0.0728
Porter County,IN,PM10,2nd Max,5.0,84.75999999999999
Porter County,IN,PM2.5,98th Percentile,5.0,21.4
Porter County,IN,PM2.5,Weighted Annual Mean,5.0,8.6
Porter County,IN,Pb,Max 3-Month Average,1.0,0.018
Porter County,IN,SO2,99th Percentile,3.0,17.8
Portsmouth city,VA,O3,4th Max,2.0,0.056999999999999995
Portsmouth city,VA,PM10,2nd Max,1.0,21.0
Portsmouth city,VA,PM2.5,98th Percentile,2.0,16.4
Portsmouth city,VA,PM2.5,Weighted Annual Mean,2.0,6.92
Posey County,IN,O3,4th Max,5.0,0.0654
Posey County,IN,PM2.5,98th Percentile,1.0,21.4
Posey County,IN,PM2.5,Weighted Annual Mean,1.0,9.02
Posey County,IN,SO2,99th Percentile,1.0,38.6
Pottawattamie County,IA,PM10,2nd Max,3.0,59.46
Pottawattamie County,IA,PM2.5,98th Percentile,5.0,20.6
Pottawattamie County,IA,PM2.5,Weighted Annual Mean,5.0,7.4799999999999995
Pottawattamie County,IA,SO2,99th Percentile,1.0,41.0
Powhatan County,VA,NO2,98th Percentile,1.0,27.8
Powhatan County,VA,NO2,Annual Mean,1.0,3.8
Powhatan County,VA,O3,4th Max,5.0,0.0598
Powhatan County,VA,PM2.5,98th Percentile,3.0,16.4
Powhatan County,VA,PM2.5,Weighted Annual Mean,3.0,6.859999999999999
Powhatan County,VA,SO2,99th Percentile,1.0,5.4
Prentiss County,MS,O3,4th Max,1.0,0.060399999999999995
Preston County,WV,O3,4th Max,1.0,0.0612
Preston County,WV,PM2.5,98th Percentile,1.0,18.4
